,description,full_name,id,language,name,open_issues_count,stargazers_count,test_coverage
229,Medium.com WYSIWYG editor clone. Uses contenteditable API to implement a rich text solution.,yabwe/medium-editor,10365411,JavaScript,medium-editor,311,13697,93.895800933126
230,A JavaScript bundle optimizer.,facebook/prepack,45147841,JavaScript,prepack,221,13656,
231,render React components to Sketch ⚛️💎,airbnb/react-sketchapp,89012427,JavaScript,react-sketchapp,42,13538,
232,收集所有区块链(BlockChain)技术开发相关资料，包括Fabric和Ethereum开发资料,chaozh/awesome-blockchain-cn,84703916,JavaScript,awesome-blockchain-cn,8,13533,
233,"Source code of the official F8 app of 2017, powered by React Native and other Facebook open source projects.",fbsamples/f8app,53619303,JavaScript,f8app,18,13525,
234,A list of funny and tricky JavaScript examples,denysdovhan/wtfjs,97249406,JavaScript,wtfjs,23,13514,
235,《一起学 Node.js》,nswbmw/N-blog,10309334,JavaScript,N-blog,10,13464,
236,A logger for just about everything.,winstonjs/winston,1206546,JavaScript,winston,241,13432,
237,String validation,chriso/validator.js,965782,JavaScript,validator.js,93,13432,99.1394148020654
238,Seed project for angular apps. ,angular/angular-seed,1195004,JavaScript,angular-seed,19,13363,
239,✌️ A spring physics based React animation library,react-spring/react-spring,124257233,JavaScript,react-spring,51,13360,
240,:hourglass_flowing_sand: A higher order component for loading components with promises.,jamiebuilds/react-loadable,84476389,JavaScript,react-loadable,38,13322,
241,"🌱 React and redux based, lightweight and elm-style framework. (Inspired by elm and choo)",dvajs/dva,61872036,JavaScript,dva,31,13307,87.2817955112219
242,Efficient Augmented Reality for the Web - 60fps on mobile!,jeromeetienne/AR.js,82285884,JavaScript,AR.js,92,13262,
243,A CLI dashboard for webpack dev server,FormidableLabs/webpack-dashboard,65678789,JavaScript,webpack-dashboard,30,13258,
244,:snowman: Possibly the smallest compiler ever,jamiebuilds/the-super-tiny-compiler,53639099,JavaScript,the-super-tiny-compiler,9,13205,
245,"Amaze UI, a mobile-first and modular front-end framework.",amazeui/amazeui,22607013,JavaScript,amazeui,105,13149,
246,Minimal templating with {{mustaches}} in JavaScript,janl/mustache.js,326688,JavaScript,mustache.js,89,13143,
247,The JavaScript Drag & Drop library your grandparents warned you about.,Shopify/draggable,105036236,JavaScript,draggable,103,13137,
248,"High performance Node.js image processing, the fastest module to resize JPEG, PNG, WebP and TIFF images. Uses the libvips library.",lovell/sharp,12226786,JavaScript,sharp,87,13112,97.4452554744526
249,🚀Make Front-end development simple and friendly（让前端开发简单而友好 ）,alibaba/ice,72717562,JavaScript,ice,76,13089,
250,An interactive git visualization to challenge and educate!,pcottle/learnGitBranching,5405654,JavaScript,learnGitBranching,23,13073,
251,"A simple, lightweight JavaScript API for handling browser cookies",js-cookie/js-cookie,32531480,JavaScript,js-cookie,14,13053,
252,Relay is a JavaScript framework for building data-driven React applications.,facebook/relay,40508605,JavaScript,relay,203,13025,
253,📝 Minimalistic Vue-powered static site generator,vuejs/vuepress,128237146,JavaScript,vuepress,166,12959,
254,🥚 Born to build better enterprise frameworks and apps with Node.js & Koa,eggjs/egg,61421257,JavaScript,egg,74,12896,
255,Assistant for Baidu to export download links to aria2/aria2-rpc,acgotaku/BaiduExporter,21561301,JavaScript,BaiduExporter,8,12885,
256,"Javascript Canvas Library, SVG-to-Canvas (& canvas-to-SVG) Parser",fabricjs/fabric.js,712530,JavaScript,fabric.js,357,12830,
257,The AMP web component framework.,ampproject/amphtml,41766002,JavaScript,amphtml,1798,12780,
258,LoopBack makes it easy to build modern applications that require complex integrations.,strongloop/loopback,9325315,JavaScript,loopback,195,12747,90.3053026245313
259,Build terminal dashboards using ascii/ansi art and javascript,yaronn/blessed-contrib,29247444,JavaScript,blessed-contrib,54,12738,
260,browser-side require() the node.js way,browserify/browserify,931039,JavaScript,browserify,342,12734,
261,Modular and customizable Material Design UI components for the web,material-components/material-components-web,75642389,JavaScript,material-components-web,371,12650,
262,:speech_balloon: A better WeChat on macOS and Linux. Built with Electron by Zhongyi Tong.,geeeeeeeeek/electronic-wechat,51994692,JavaScript,electronic-wechat,208,12619,
263,⭐️  Companies that don't have a broken hiring process,poteto/hiring-without-whiteboards,85031442,JavaScript,hiring-without-whiteboards,14,12498,
264,"Simple, responsive, modern SVG Charts with zero dependencies",frappe/charts,108395495,JavaScript,charts,104,12472,38.1578947368421
265,Roadmap to becoming a React developer in 2019,adam-golab/react-developer-roadmap,137583435,JavaScript,react-developer-roadmap,29,12467,
266,how to write node programs with streams,substack/stream-handbook,5558246,JavaScript,stream-handbook,70,12450,
267,Node.js debugger based on Blink Developer Tools,node-inspector/node-inspector,781028,JavaScript,node-inspector,237,12440,
268,Thunk middleware for Redux,reduxjs/redux-thunk,39013909,JavaScript,redux-thunk,4,12422,
269,"Cross-browser storage for all use cases, used across the web.",marcuswestin/store.js,743723,JavaScript,store.js,71,12408,
270,🖍 Terminal string styling done right,chalk/chalk,11855195,JavaScript,chalk,20,12387,100.0
271,"A JavaScript implementation of the WHATWG DOM and HTML standards, for use with node.js",jsdom/jsdom,478584,JavaScript,jsdom,265,12365,
272,A simple CLI tool for ensuring that a given script runs continuously (i.e. forever),foreversd/forever,942903,JavaScript,forever,298,12338,
273,📚 Study guide and introduction to the modern front end stack.,grab/front-end-guide,89187780,JavaScript,front-end-guide,2,12241,
274,A file and module loader for JavaScript,requirejs/requirejs,501326,JavaScript,requirejs,249,12219,
275,A Foundation for Scalable Cross-Platform Apps,electron-react-boilerplate/electron-react-boilerplate,35810174,JavaScript,electron-react-boilerplate,62,12176,
276,Easy to maintain open source documentation websites.,facebook/Docusaurus,94911145,JavaScript,Docusaurus,55,12163,
277,:office: Object schema validation,hapijs/joi,5830987,JavaScript,joi,8,12161,
278,The JavaScript library for modern SVG graphics.,adobe-webplatform/Snap.svg,12143585,JavaScript,Snap.svg,232,12130,
279,Essential cross-platform UI components for React Native,GeekyAnts/NativeBase,56315715,JavaScript,NativeBase,82,12078,
280,:koala: - PouchDB is a pocket-sized database.,pouchdb/pouchdb,714074,JavaScript,pouchdb,44,12060,100.0
281,"Handsontable - JavaScript/HTML5 Data Grid Component with Spreadsheet Look & Feel. Available for React, Vue and Angular.",handsontable/handsontable,1790564,JavaScript,handsontable,547,12055,66.6666666666667
282,A kickass library to manage your poppers,FezVrasta/popper.js,54994103,JavaScript,popper.js,66,12050,
283,:bar_chart: Kibana analytics and search dashboard for Elasticsearch,elastic/kibana,7833168,JavaScript,kibana,4682,12037,
284,High performance <canvas> rendering for React components,Flipboard/react-canvas,30384844,JavaScript,react-canvas,77,12027,
285,Smooth scrolling for the web,cubiq/iscroll,1136075,JavaScript,iscroll,580,11999,
286,:tiger: Node.js tool for optimizing SVG files,svg/svgo,5508088,JavaScript,svgo,264,11992,77.0255271920089
287,Sass makes CSS fun!,sass/sass,929845,JavaScript,sass,100,11957,
288,Grunt: The JavaScript Task Runner,gruntjs/grunt,2430537,JavaScript,grunt,149,11950,
289,A simulation data generator,nuysoft/Mock,9690430,JavaScript,Mock,216,11884,100.0
290,"Selectize is the hybrid of a textbox and <select> box. It's jQuery based and it has autocomplete and native-feeling keyboard navigation; useful for tagging, contact lists, etc.",selectize/selectize.js,5604798,JavaScript,selectize.js,680,11865,83.7974683544304
291,Redefined chart library built with React and D3,recharts/recharts,40345658,JavaScript,recharts,563,11823,92.6757643807221
292,JavaScript library to make drawing animation on SVG,maxwellito/vivus,19757917,JavaScript,vivus,8,11817,
293,HomeKit support for the impatient,nfarina/homebridge,27388642,JavaScript,homebridge,125,11790,
294,"A starter boilerplate for a universal webapp using express, react, redux, webpack, and react-transform",erikras/react-redux-universal-hot-example,37931301,JavaScript,react-redux-universal-hot-example,444,11753,
295,"Simple to use, blazing fast and thoroughly tested WebSocket client and server for Node.js",websockets/ws,2744972,JavaScript,ws,9,11675,99.9139414802065
296,最接近原生APP体验的高性能框架,dcloudio/mui,23062124,JavaScript,mui,318,11668,
297,A Higher Order Component using react-redux to keep form state in a Redux store,erikras/redux-form,40013435,JavaScript,redux-form,448,11642,1.62689804772234
298,Create a React Native app on any OS with no build config.,react-community/create-react-native-app,78664391,JavaScript,create-react-native-app,0,11640,
299,A datepicker for twitter bootstrap (@twbs),uxsolutions/bootstrap-datepicker,3744545,JavaScript,bootstrap-datepicker,782,11620,
300,Simple responsive charts,gionkunz/chartist-js,17575535,JavaScript,chartist-js,317,11608,
301,🌈 React for interactive command-line apps,vadimdemedes/ink,94061307,JavaScript,ink,33,11545,
302,"A fast & lightweight polyfill for min/max-width CSS3 Media Queries (for IE 6-8, and more)",scottjehl/Respond,1337658,JavaScript,Respond,117,11514,
303,redis client for node,NodeRedis/node_redis,908893,JavaScript,node_redis,74,11513,99.8485995457986
304,"High performance and SEO friendly lazy loader for images (responsive and normal), iframes and more, that detects any visibility changes triggered through user interaction, CSS or JavaScript without configuration.",aFarkas/lazysizes,25095239,JavaScript,lazysizes,126,11395,
305,Create the next immutable state by mutating the current one,immerjs/immer,115720575,JavaScript,immer,8,11386,
306,Themes for Bootstrap,thomaspark/bootswatch,3374332,JavaScript,bootswatch,10,11352,
307,"Customizable Icons for React Native with support for NavBar/TabBar/ToolbarAndroid, image source and full styling.",oblador/react-native-vector-icons,35685034,JavaScript,react-native-vector-icons,186,11302,
308,A JavaScript Framework for Building Brilliant Applications,MithrilJS/mithril.js,17814354,JavaScript,mithril.js,152,11289,
309,"ES2015 [ES6] cheatsheet containing tips, tricks, best practices and code snippets",DrkSephy/es6-cheatsheet,50134307,JavaScript,es6-cheatsheet,5,11252,
310,✉️ Send e-mails with Node.JS – easy as cake!,nodemailer/nodemailer,1272424,JavaScript,nodemailer,12,11241,
311,The javascript library for magical scroll interactions.,janpaepke/ScrollMagic,13030144,JavaScript,ScrollMagic,444,11227,
312,:office: Server Framework  for Node.js,hapijs/hapi,2163263,JavaScript,hapi,13,11223,
313,An HTML5 saveAs() FileSaver implementation,eligrey/FileSaver.js,2051226,JavaScript,FileSaver.js,36,11190,
314,"Pragmatic, balanced FP in JavaScript. @FLJSBook on twitter.",getify/Functional-Light-JS,65866559,JavaScript,Functional-Light-JS,23,11165,
315,The exceptionally handsome dashboard framework in Ruby and Coffeescript.,Shopify/dashing,5101823,JavaScript,dashing,252,11163,
316,React Native for macOS is an experimental fork for writing desktop apps using Cocoa,ptmt/react-native-macos,43640830,JavaScript,react-native-macos,52,11142,
317, LeetCode Solutions: A Record of My Problem Solving Journey.( leetcode题解，记录自己的leetcode解题之路。),azl397985856/leetcode,127407957,JavaScript,leetcode,4,11085,
318,A JavaScript / Python / PHP cryptocurrency trading API with support for more than 130 bitcoin/altcoin exchanges,ccxt/ccxt,91253698,JavaScript,ccxt,353,11048,
319,The aurelia framework brings together all the required core aurelia libraries into a ready-to-go application-building platform.,aurelia/framework,27835638,JavaScript,framework,54,11037,
320,"Fast and low overhead web framework, for Node.js",fastify/fastify,69495170,JavaScript,fastify,37,11035,99.3754337265788
321,Content aware image cropping,jwagner/smartcrop.js,18405734,JavaScript,smartcrop.js,12,11035,
322,The JavaScript and API powered WordPress.com,Automattic/wp-calypso,45936895,JavaScript,wp-calypso,1929,11033,
323,"A REST and real-time API layer for Node.js, React Native and the browser.",feathersjs/feathers,2609642,JavaScript,feathers,80,11028,
324,A full-featured download manager.,agalwood/Motrix,162279822,JavaScript,Motrix,79,11019,
325,Create PDF documents using web technologies,RelaxedJS/ReLaXed,126147399,JavaScript,ReLaXed,37,10992,
326,"A fully-modern text-based browser, rendering to TTY and browsers",browsh-org/browsh,58327877,JavaScript,browsh,103,10924,
327,JavaScript Regular expressions made easy,VerbalExpressions/JSVerbalExpressions,11530283,JavaScript,JSVerbalExpressions,16,10883,
328,"DevTools for Redux with hot reloading, action replay, and customizable UI",reduxjs/redux-devtools,38565895,JavaScript,redux-devtools,45,10857,
329,"📝 the simplest and smallest WYSIWYG text editor for web, with no dependencies",jaredreich/pell,96689748,JavaScript,pell,58,10846,
330,Quickly browse the history of a file from any git repository,pomber/git-history,169149127,JavaScript,git-history,34,10820,
331,一个可以观看国内主流视频平台所有视频的客户端（Mac、Windows、Linux） A client that can watch video of domestic(China) mainstream video platform,phobal/ivideo,129860458,JavaScript,ivideo,42,10790,
332,"⚡️ lowdb is a small local JSON database powered by Lodash (supports Node, Electron and the browser)",typicode/lowdb,18351848,JavaScript,lowdb,60,10779,
333,Light and responsive lightbox script with focus on performance.,dimsemenov/Magnific-Popup,7544081,JavaScript,Magnific-Popup,634,10764,
334,An open-source screen recorder built with web technology,wulkano/kap,65411043,JavaScript,kap,54,10759,
335,A document head manager for React,nfl/react-helmet,37627792,JavaScript,react-helmet,95,10756,
336,"The ultimate generator based flow-control goodness for nodejs (supports thunks, promises, etc)",tj/co,10518659,JavaScript,co,44,10736,100.0
337,Keep multiple browsers & devices in sync when building websites. http://browsersync.io,BrowserSync/browser-sync,13527761,JavaScript,browser-sync,442,10732,79.3103448275862
338,A simple javascript utility for conditionally joining classNames together,JedWatson/classnames,26195776,JavaScript,classnames,13,10709,
339,Spectacular Test Runner for JavaScript,karma-runner/karma,2560988,JavaScript,karma,381,10707,
340,The official jQuery user interface library.,jquery/jquery-ui,478996,JavaScript,jquery-ui,45,10674,
341,"The Swiss Army Knife of Vector Graphics Scripting – Scriptographer ported to JavaScript and the browser, using HTML5 Canvas. Created by @lehni & @puckey",paperjs/paper.js,1338813,JavaScript,paper.js,223,10648,
342,Tweak React components in real time.,gaearon/react-hot-loader,21779020,JavaScript,react-hot-loader,84,10638,
343,"JavaScript Robotics and IoT programming framework, developed at Bocoup.",rwaldron/johnny-five,3880513,JavaScript,johnny-five,68,10580,91.7377131394183
344,Fast math typesetting for the web.,KaTeX/KaTeX,11195700,JavaScript,KaTeX,207,10572,
345,"History.js gracefully supports the HTML5 History/State APIs (pushState, replaceState, onPopState) in all browsers. Including continued support for data, titles, replaceState. Supports jQuery, MooTools and Prototype.  For HTML5 browsers this means that you can modify the URL directly, without needing to use hashes anymore. For HTML4 browsers it will revert back to using the old onhashchange functionality.",browserstate/history.js,1274749,JavaScript,history.js,236,10568,
346,"p5.js is a client-side JS platform that empowers artists, designers, students, and anyone to learn to code and express themselves creatively on the web. It is based on the core principles of Processing. http://twitter.com/p5xjs —",processing/p5.js,8424040,JavaScript,p5.js,138,10479,
347,"📝A simple and elegant markdown editor, available for Linux, macOS and Windows.",marktext/marktext,110446844,JavaScript,marktext,97,10460,
348,JsonWebToken implementation for node.js http://self-issued.info/docs/draft-ietf-oauth-json-web-token.html,auth0/node-jsonwebtoken,11081405,JavaScript,node-jsonwebtoken,39,10448,
349,Visual Docker Container Management on Mac & Windows,docker/kitematic,23404839,JavaScript,kitematic,713,10445,67.3469387755102
350,"A desktop app for inspecting your React JS and React Native projects. macOS, Linux, and Windows.",infinitered/reactotron,56352157,JavaScript,reactotron,53,10442,
351,"Get started with React, Redux, and React-Router.",davezuko/react-redux-starter-kit,38003903,JavaScript,react-redux-starter-kit,130,10431,
352,A free book that talks about design patterns/techniques used while developing with React.,krasimir/react-in-patterns,61527215,JavaScript,react-in-patterns,4,10419,
353,":see_no_evil: Volkswagen detects when your tests are being run in a CI server, and makes them pass.",auchenberg/volkswagen,43830564,JavaScript,volkswagen,55,10401,
354,A collection of common interactive command line user interfaces.,SBoudrias/Inquirer.js,10114077,JavaScript,Inquirer.js,121,10388,92.0084121976867
355,"Blazing fast, instant realtime GraphQL APIs on Postgres with fine grained access control, also trigger webhooks on database events.",hasura/graphql-engine,137724480,JavaScript,graphql-engine,495,10386,
356,Open-source JavaScript charting library behind Plotly and Dash,plotly/plotly.js,45646037,JavaScript,plotly.js,604,10340,
357,":tada: An Angular Starter kit featuring Angular (Router, Http, Forms, Services, Tests, E2E, Dev/Prod, HMR, Async/Lazy Routes, AoT via ngc), Karma, Protractor, Jasmine, Istanbul, TypeScript, TsLint, Codelyzer, Hot Module Replacement, @types, and Webpack",PatrickJS/angular-starter,31829770,JavaScript,angular-starter,80,10279,
358,A full-featured http proxy for node.js,nodejitsu/node-http-proxy,795421,JavaScript,node-http-proxy,432,10270,
359,"A fast,scalable,distributed game server framework for Node.js.",NetEase/pomelo,5880912,JavaScript,pomelo,129,10256,
360,"Quasar Framework - High performance, Material Design 2, full front end stack with Vue.js",quasarframework/quasar,43695474,JavaScript,quasar,173,10256,
361,JavaScript Vector Library,DmitryBaranovskiy/raphael,48296,JavaScript,raphael,333,10251,
362,Android官方培训课程中文版,kesenhoo/android-training-course-in-chinese,20799673,JavaScript,android-training-course-in-chinese,9,10248,
363,"A cross-platform, customizable science fiction terminal emulator with advanced monitoring & touchscreen support.",GitSquared/edex-ui,80276391,JavaScript,edex-ui,9,10219,
364,,petehunt/webpack-howto,21931810,JavaScript,webpack-howto,54,10215,
365,"A realtime, decentralized, offline-first, mutable graph protocol to sync the web.",amark/gun,22475123,JavaScript,gun,102,10207,82.1103374397429
366,A Virtual DOM and diffing algorithm,Matt-Esch/virtual-dom,16179237,JavaScript,virtual-dom,162,10171,97.5308641975309
367,Give your pages some headroom. Hide your header until you need it,WickyNilliams/headroom.js,11960085,JavaScript,headroom.js,45,10134,
368,This maintains proposals for changes and user-visible enhancements to the Swift Programming Language.,apple/swift-evolution,45497910,JavaScript,swift-evolution,33,10116,
369,🃏 A magical documentation site generator.,docsifyjs/docsify,74260508,JavaScript,docsify,172,10111,
370,Node.js based forum software built for the modern web,NodeBB/NodeBB,9603889,JavaScript,NodeBB,168,10111,89.5173128399965
371,:a: web framework for building virtual reality experiences.,aframevr/aframe,42488903,JavaScript,aframe,190,10096,
372,An extension that allows inspection of React component hierarchy in the Chrome and Firefox Developer Tools.,facebook/react-devtools,12601374,JavaScript,react-devtools,295,10088,
373,"Internationalize React apps. This library provides React components and an API to format dates, numbers, and strings, including pluralization and handling translations.",formatjs/react-intl,19117456,JavaScript,react-intl,19,10070,
374,Cross-platform HTTP and GraphQL Client,getinsomnia/insomnia,56899284,JavaScript,insomnia,142,10065,
375,"The JavaScript Database, for Node.js, nw.js, electron and the browser",louischatriot/nedb,9795883,JavaScript,nedb,151,10052,
376, JavaScript parser / mangler / compressor / beautifier toolkit,mishoo/UglifyJS2,5569059,JavaScript,UglifyJS2,61,10042,
377,Emoji for everyone. https://twemoji.twitter.com/,twitter/twemoji,26291683,JavaScript,twemoji,49,10002,
378,jQuery Mobile Framework,jquery/jquery-mobile,907410,JavaScript,jquery-mobile,167,9984,33.1178310740355
379,Web接口管理工具，开源免费，接口自动化，MOCK数据自动生成，自动化测试，企业级管理。阿里妈妈MUX团队出品！阿里巴巴都在用！1000+公司的选择！RAP2已发布请移步至https://github.com/thx/rap2-delos,thx/RAP,12779699,JavaScript,RAP,444,9975,
380,"Expressive, robust, feature-rich CSS language built for nodejs",stylus/stylus,1204214,JavaScript,stylus,230,9968,
381,"A UI library by WeChat official design team, includes the most useful widgets/modules.",Tencent/weui-wxss,72815138,JavaScript,weui-wxss,64,9966,
382,AngularJS Bootstrap Admin Panel Framework,akveo/blur-admin,55763295,JavaScript,blur-admin,254,9966,
383,翻墙-科学上网,bannedbook/fanqiang,29219243,JavaScript,fanqiang,113,9946,
384,"A light-weight, no-dependency, vanilla JavaScript engine to drive the user's focus across the page",kamranahmedse/driver.js,124792826,JavaScript,driver.js,21,9928,
385,"A responsive image polyfill for <picture>, srcset, sizes, and more",scottjehl/picturefill,3502120,JavaScript,picturefill,37,9926,
386,"An Electron & Vue.js quick start boilerplate with vue-cli scaffolding, common Vue plugins, electron-packager/electron-builder, unit/e2e testing, vue-devtools, and webpack.",SimulatedGREG/electron-vue,58616946,JavaScript,electron-vue,171,9904,
387,:shell: Portable Unix shell commands for Node.js,shelljs/shelljs,3604157,JavaScript,shelljs,68,9812,
388,The official Semantic-UI-React integration,Semantic-Org/Semantic-UI-React,37734226,JavaScript,Semantic-UI-React,102,9786,
389,Waypoints is a library that makes it easy to execute a function whenever you scroll to an element.,imakewebthings/waypoints,1290701,JavaScript,waypoints,92,9784,
390,"A query builder for PostgreSQL, MySQL and SQLite3, designed to be flexible, portable, and fun to use.",tgriesser/knex,7363211,JavaScript,knex,377,9772,88.1720430107527
391,🤖 Neural networks in JavaScript,BrainJS/brain.js,51658450,JavaScript,brain.js,62,9760,
392,Deep Learning in Javascript. Train Convolutional Neural Networks (or ordinary ones) in your browser.,karpathy/convnetjs,15642233,JavaScript,convnetjs,67,9729,
393,"👩‍💻👨‍💻 Awesome cheatsheets for popular programming languages, frameworks and development tools. They include everything you should know in one single file.",LeCoupa/awesome-cheatsheets,110058856,JavaScript,awesome-cheatsheets,17,9708,
394,Source to www.draw.io,jgraph/drawio,67508428,JavaScript,drawio,115,9704,
395,sketch + style = paints :art:,lllyasviel/style2paints,93354260,JavaScript,style2paints,36,9676,
396,Dynamic ES module loader,systemjs/systemjs,10064545,JavaScript,systemjs,35,9669,
397,Animate on scroll library,michalsnik/aos,38836015,JavaScript,aos,82,9668,
398,网易云音乐 Node.js API service,Binaryify/NeteaseCloudMusicApi,61715431,JavaScript,NeteaseCloudMusicApi,2,9655,
399,Simple library for handling keyboard shortcuts in Javascript,ccampbell/mousetrap,4897046,JavaScript,mousetrap,211,9579,
400,"HackerNews clone built with Vue 2.0, vue-router & vuex, with server-side rendering",vuejs/vue-hackernews-2.0,65052980,JavaScript,vue-hackernews-2.0,124,9576,
401,:book: A creative-commons book on Backbone.js for beginners and advanced users alike,addyosmani/backbone-fundamentals,3022431,JavaScript,backbone-fundamentals,73,9555,
402,Simple javascript toast notifications,CodeSeven/toastr,4188772,JavaScript,toastr,102,9550,
403,"The perfect library for adding search, sort, filters and flexibility to tables, lists and various HTML elements. Built to be invisible and work on existing HTML.",javve/list.js,1308789,JavaScript,list.js,146,9543,
404,"Knockout makes it easier to create rich, responsive UIs with JavaScript",knockout/knockout,757363,JavaScript,knockout,368,9534,
405,"An easily internationalizable, mobile-friendly datepicker library for the web",airbnb/react-dates,58011499,JavaScript,react-dates,454,9517,84.140061791967
406,可伸缩布局方案,amfe/lib-flexible,23865876,JavaScript,lib-flexible,11,9513,
407,轻量、可靠的小程序 UI 组件库,youzan/vant-weapp,79779269,JavaScript,vant-weapp,33,9502,
408,":iphone: Automation for iOS, Android, and Windows Apps.",appium/appium,7530570,JavaScript,appium,161,9482,90.2624894157494
409,Create an Apple-like one page scroller website (iPhone 5S website) with One Page Scroll plugin,peachananr/onepage-scroll,12785292,JavaScript,onepage-scroll,266,9467,
410,jQuery Validation Plugin library sources,jquery-validation/jquery-validation,648414,JavaScript,jquery-validation,88,9454,
411,This script is the defacto way to enable use of HTML5 sectioning elements in legacy Internet Explorer.,aFarkas/html5shiv,1358497,JavaScript,html5shiv,56,9451,
412,"A simple, in-browser, markdown-driven slideshow tool.",gnab/remark,2553927,JavaScript,remark,172,9443,
413,GreenSock's GSAP JavaScript animation library (including Draggable).,greensock/GreenSock-JS,5905330,JavaScript,GreenSock-JS,1,9396,
414,"An extended table to integration with some of the most widely used CSS frameworks. (Supports Bootstrap, Semantic UI, Bulma, Material Design, Foundation)",wenzhixin/bootstrap-table,12246785,JavaScript,bootstrap-table,79,9384,
415,An API documentation generator for JavaScript.,jsdoc/jsdoc,560495,JavaScript,jsdoc,236,9384,
416,Automated testing and continuous integration framework based on Node.js and using the Webdriver protocol,nightwatchjs/nightwatch,3750921,JavaScript,nightwatch,122,9380,84.888804409808
417,"React + Redux starter kit / boilerplate with Babel, hot reloading, testing, linting and a working example app built in",coryhouse/react-slingshot,48863418,JavaScript,react-slingshot,25,9356,91.5254237288136
418,A JavaScript library for efficient data fetching,Netflix/falcor,30732364,JavaScript,falcor,57,9356,93.4599156118144
419,The HTTP client for Vue.js,pagekit/vue-resource,16630332,JavaScript,vue-resource,86,9341,
420,Redux DevTools extension.,zalmoxisus/redux-devtools-extension,44869078,JavaScript,redux-devtools-extension,162,9317,
421,Full-sized drag & drop event calendar,fullcalendar/fullcalendar,381979,JavaScript,fullcalendar,636,9312,
422,:computer: :iphone: A realtime Database for JavaScript Applications,pubkey/rxdb,75425073,JavaScript,rxdb,12,9307,
423,The future of Node.js REST development,restify/node-restify,1661758,JavaScript,node-restify,55,9297,20.7854406130268
424,"ndb is an improved debugging experience for Node.js, enabled by Chrome DevTools",GoogleChromeLabs/ndb,141745951,JavaScript,ndb,42,9216,
425,Loads environment variables from .env for nodejs projects.,motdotla/dotenv,11205780,JavaScript,dotenv,2,9210,100.0
426,"BootstrapVue, with over 40 plugins and more than 75 components, provides one of the most comprehensive implementations of Bootstrap 4 components and grid system for Vue.js and with extensive and automated WAI-ARIA accessibility markup.",bootstrap-vue/bootstrap-vue,70342215,JavaScript,bootstrap-vue,38,9199,
427,Analytical Web Apps for Python. No JavaScript Required.,plotly/dash,33702544,JavaScript,dash,177,9195,
428,"MagicMirror² is an open source modular smart mirror platform. With a growing list of installable modules, the MagicMirror² allows you to convert your hallway or bathroom mirror into your personal assistant.",MichMich/MagicMirror,16989371,JavaScript,MagicMirror,18,9194,
429,Self-hosted chat app for small teams,sdelements/lets-chat,3673976,JavaScript,lets-chat,237,9166,
430,"A beautiful, responsive, highly customizable and accessible (WAI-ARIA) replacement for JavaScript's popup boxes. Zero dependencies.",sweetalert2/sweetalert2,28748255,JavaScript,sweetalert2,26,9154,90.6481939633845
431,Control and manage Android devices from your browser.,openstf/stf,37834277,JavaScript,stf,326,9135,
432,Remove unused CSS. Also works with single-page apps.,purifycss/purifycss,36267537,JavaScript,purifycss,75,9119,
433, Front End Cross-Frameworks Framework - 前端跨框架跨平台框架,Tencent/omi,36606437,JavaScript,omi,45,9115,
434,A bidirectional Markdown to HTML to Markdown converter written in Javascript,showdownjs/showdown,75547,JavaScript,showdown,97,9114,
435,YApi 是一个可本地部署的、打通前后端及QA的、可视化的接口管理平台,YMFE/yapi,59996401,JavaScript,yapi,415,9112,
436,List of JavaScript methods which you can use natively + ESLint Plugin,you-dont-need/You-Dont-Need-Lodash-Underscore,50418153,JavaScript,You-Dont-Need-Lodash-Underscore,23,9083,100.0
437,"A declarative, HTML-based language that makes building web apps fun",marko-js/marko,15720445,JavaScript,marko,124,9064,90.486867392697
438,"A full-featured Webpack + vue-loader setup with hot reload, linting, testing & css extraction.",vuejs-templates/webpack,48600412,JavaScript,webpack,170,9059,
439,"A lightweight, extendable front-end developer tool for mobile web page.",Tencent/vConsole,57180853,JavaScript,vConsole,63,9047,
440,Lightweight Mobile UI Components built on Vue,youzan/vant,88717215,JavaScript,vant,12,9011,71.1287577992059
441,Jumpserver是全球首款完全开源的堡垒机，是符合 4A 的专业运维审计系统。,jumpserver/jumpserver,21484781,JavaScript,jumpserver,192,8985,
442,GPU Accelerated JavaScript,gpujs/gpu.js,51356720,JavaScript,gpu.js,48,8964,
443,A React environment for cross platform native desktop apps,kusti8/proton-native,111610659,JavaScript,proton-native,29,8929,
444,Reveal CSS animation as you scroll down a page,matthieua/WOW,15505458,JavaScript,WOW,161,8916,
445,"Reaction is a customizable, real-time reactive, JavaScript commerce platform.",reactioncommerce/reaction,12926963,JavaScript,reaction,432,8907,
446,Algorithmically generated triangle art,qrohlf/trianglify,18696257,JavaScript,trianglify,13,8876,
447,"JavaScript Date Range, Date and Time Picker Component",dangrossman/daterangepicker,5476048,JavaScript,daterangepicker,50,8876,
448,:scroll: 每个 JavaScript 工程师都应懂的33个概念 @leonardomso,stephentian/33-js-concepts,153208883,JavaScript,33-js-concepts,1,8862,
449,A beautiful web dashboard for Linux,afaqurk/linux-dash,13622189,JavaScript,linux-dash,22,8859,
450,A CMS for Static Site Generators,netlify/netlify-cms,29514104,JavaScript,netlify-cms,460,8844,
451,Reactide is the first dedicated IDE for React web application development. http://reactide.io,reactide/reactide,84232645,JavaScript,reactide,29,8834,
